ID; Name (source); Name (display); Description; Frame Length (bytes); Channel Offset (bits); Channel Length (bits); Channel Name (source); Channel Name (display); Channel Data Type; Channel Description; Calibration Function (CHANNELVAL=...); Calibration Function Inverse (USERVAL=...); Unit; Range Min; Range Max; List Name (source); Part-Of-ID; Start Channel; Num Channel; Mirrored TC ID; Group
128; Identification; Identification; Identification information for this node; 8; 0; 8; NodeType; Node type; UnsignedInteger; Node type identifier.; ; ; ; 0; 0; ;
 ; ; ; ; ; 8; 8; InterfaceVersion; Interface version; UnsignedInteger; Interface version. This field should have a value of 1; ; ; ; 0; 0; ;
 ; ; ; ; ; 16; 8; FirmwareMajorVersion; Firmware version (Major); UnsignedInteger; Firmware version (Major); ; ; ; 0; 0; ;
 ; ; ; ; ; 24; 8; FirmwareMinorVersion; Firmware version (Minor); UnsignedInteger; Firmware version (Minor); ; ; ; 0; 0; ;
 ; ; ; ; ; 32; 16; RuntimeSeconds; Runtime (seconds); UnsignedInteger; Number of seconds since processor start-up; ; ; ; 0; 0; ;
 ; ; ; ; ; 48; 16; RuntimeMilliseconds; Runtime (milliseconds); UnsignedInteger; Number of milliseconds (after the integer second) since processor start-up; ; ; ; 0; 0; ; ; 0; 0;
129; UnixTimeSave; Unix Time Save to Flash; Configuration settings for unixtime flash memory persistence; 2; 0; 1; SaveNow; Save Now; Boolean; Save current unixtime to flash memory; ; ; ; 0; 0; ;
 ; ; ; ; ; 1; 1; SaveOnUpdate; Save On Update; Boolean; Save unixtime to flash memory whenever there is a command to update the unixtime; ; ; ; 0; 0; ;
 ; ; ; ; ; 2; 1; SavePeriodic; Save Periodic; Boolean; Save unixtime to flash memory periodically; ; ; ; 0; 0; ;
 ; ; ; ; ; 8; 8; Period; Period; UnsignedInteger; Interval at which to save unixtime to flash memory; ; ; s; 0; 0; ; ; 0; 0;
130; BootIndexStatus; Boot Index and Status; Current selected boot index and status of last boot; 2; 0; 8; ProgramIndex; Program Index; Enumeration; Program Index; ; ; ; 0; 0; BootProgramsList;
 ; ; ; ; ; 8; 8; BootStatus; Boot Status; Enumeration; Boot Status; ; ; ; 0; 0; BootStatus; ; 0; 0;
131; Cache; Cache enabled state; Cache enabled state; 1; 0; 1; Enabled; Enabled state; Boolean; Enabled state; ; ; ; 0; 0; ; ; 0; 0;
132; ExtendedIdentification; Boot And Running Program Status; Boot And Running Program Status; 6; 0; 4; McuResetCause; Cause of MCU Reset; Enumeration; Cause of MCU reset; ; ; ; 0; 0; ResetCause;
 ; ; ; ; ; 4; 4; BootCause; Boot Cause; Enumeration; Cause of last reboot; ; ; ; 0; 0; BootCause;
 ; ; ; ; ; 8; 16; BootCounter; Boot Counter; UnsignedInteger; Number of times CubeComputer has booted; ; ; ; 0; 0; ;
 ; ; ; ; ; 24; 8; RunningProgramIndex; Boot Program Index; Enumeration; Index of current running program in flash programs list; ; ; ; 0; 0; BootProgramsList;
 ; ; ; ; ; 32; 8; FirmwareMajorVersion; Firmware version (Major); UnsignedInteger; Firmware version (Major); ; ; ; 0; 0; ;
 ; ; ; ; ; 40; 8; FirmwareMinorVersion; Firmware version (Minor); UnsignedInteger; Firmware version (Minor); ; ; ; 0; 0; ; ; 0; 0;
133; ConversionProgress; JPG Conversion Progress; Conversion progress; 3; 0; 8; Progress; Progress Percentage; UnsignedInteger; Progress %; ; ; ; 0; 0; ;
 ; ; ; ; ; 8; 8; ConversionResult; Conversion Result; Enumeration; JPG Conversion Result; ; ; ; 0; 0; JpgConvertResult;
 ; ; ; ; ; 16; 8; OutFileCounter; Output File Counter; UnsignedInteger; Output File Counter; ; ; ; 0; 0; ; ; 0; 0;
134; SramScrubSettings; SRAM Scrub Parameters; SRAM scrubbing size; 2; 0; 16; ScrubSize; Scrub Size; UnsignedInteger; Scrub Size; ; ; ; 0; 0; ; ; 0; 0;
135; CubeACPState; CubeACP State; Contains flags regarding the state of the ACP; 1; 0; 1; adcsConfigLoadError; ADCS Config Load Error; Boolean; Flag to indicate that the ADCS configuartion was not read successfully out of flash; ; ; ; 0; 0; ;
